imgname;title;painter;year;medium;image-URL;page-URL;OriginCountry
1886_PaulCezanne_BergeInDer.jpg;Berge in der Provence;Paul Cézanne;1886-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/8/8e/Paul_C%C3%A9zanne_018.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_018.jpg;France
1874_PaulCezanne_BlickAufAuvers.jpg;Blick auf Auvers;Paul Cézanne;circa 1874;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/a/a6/Paul_C%C3%A9zanne_019.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_019.jpg;France
1873_PaulCezanne_BlickAuf.jpg;Blick auf Auvers-sur-Oise, Der Zaun;Paul Cézanne;circa 1873;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/d0/Paul_C%C3%A9zanne_020.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_020.jpg;France
1885_PaulCezanne_BlickAufGardanne.jpg;Blick auf Gardanne;Paul Cézanne;1885-1886;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/0/0d/Paul_C%C3%A9zanne_021.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_021.jpg;France
1883_PaulCezanne_BlickAufL'Estaque.jpg;Blick auf L'Estaque und das Chateaux d'If Das Meer bei L'Estaque;Paul Cézanne;1883-1885;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/c/c2/Paul_C%C3%A9zanne_023.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_023.jpg;No information
1880_PaulCezanne_PontDeMaincy.jpg;Pont de Maincy;Paul Cézanne;circa 1880; oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/90/Paul_C%C3%A9zanne_024.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_024.jpg;France
1879_PaulCezanne_ChateauDeMedan.jpg;Château de Médan;Paul Cézanne;1879-1881;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/29/Paul_C%C3%A9zanne_025.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_025.jpg;France
1873_PaulCezanne_DasBuefett.jpg;Das Büfett;Paul Cézanne;between circa 1873 and circa 1877;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/20/Paul_C%C3%A9zanne_027.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_027.jpg;France
1895_PaulCezanne_Das»ChateauNoir«.jpg;Das »Château Noir« hinter Bäumen;Paul Cézanne;1895;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/5f/Paul_C%C3%A9zanne_028.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_028.jpg;France
1873_PaulCezanne_DasDessert.jpg; Das Dessert;Paul Cézanne;1873-1877;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/6/6c/Paul_C%C3%A9zanne_029.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_029.jpg;France
1877_PaulCezanne_DasEwigWeibliche.jpg; Das Ewig-Weibliche;Paul Cézanne;circa 1877;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/bf/Paul_C%C3%A9zanne_030.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_030.jpg;France
1873_PaulCezanne_DasHausDes.jpg;Das Haus des Gehenkten bei Auvers;Paul Cézanne;circa 1873;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/8/86/Paul_C%C3%A9zanne_031.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_031.jpg;France
1873_PaulCezanne_DasHausDesPere.jpg;Das Haus des Père Lacroix;Paul Cézanne;1873;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/58/Paul_C%C3%A9zanne_032.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_032.jpg;France
1892_PaulCezanne_TheHouseWith.jpg;The house with cracked walls;Paul Cézanne;1892-1894;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/36/Paul_C%C3%A9zanne_033.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_033.jpg;France
1873_PaulCezanne_DasHausVonDr.jpg;Das Haus von Dr. Gachet;Paul Cézanne;circa 1873;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/38/Paul_C%C3%A9zanne_034.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_034.jpg;France
1878_PaulCezanne_DasMeerBei.jpg;Das Meer bei l'Estaque;Paul Cézanne;1878-1879;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/0/05/Paul_C%C3%A9zanne_035.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_035.jpg;France
1880_PaulCezanne_DasTalDerOise.jpg;Das Tal der Oise;Paul Cézanne;circa 1880;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/df/Paul_C%C3%A9zanne_036.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_036.jpg;France
1867_PaulCezanne_DerAfricaner.jpg; Der Africaner Scipio;Paul Cézanne;circa 1867;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/c/cf/Paul_C%C3%A9zanne_037.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_037.jpg;France
1869_PaulCezanne_DerBahndurchstich.jpg;Der Bahndurchstich;Paul Cézanne;1869-1871;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/52/Paul_C%C3%A9zanne_038.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_038.jpg;France
1870_PaulCezanne_DerMord.jpg;Der Mord;Paul Cézanne;circa 1870;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/4/43/Paul_C%C3%A9zanne_039.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_039.jpg;France
1889_PaulCezanne_DerTaubenschlagIn.jpg;Der Taubenschlag in Bellevue;Paul Cézanne;1889-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/95/Paul_C%C3%A9zanne_041.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_041.jpg;France
1878_PaulCezanne_DerTeichDesJasDe.jpg;Der Teich des Jas de Bouffan im Winter;Paul Cézanne;circa 1878;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/f/fc/Paul_C%C3%A9zanne_042.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_042.jpg;France
1895_PaulCezanne_MannMit.jpg; Mann mit verschränkten Armen;Paul Cézanne;between 1895 and 1900;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/7/74/Paul_C%C3%A9zanne_043.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_043.jpg;France
1885_PaulCezanne_BayOfMarseille.jpg;Bay of Marseille, view from L'Estaque;Paul Cézanne;circa 1885;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/c/c8/Paul_C%C3%A9zanne_044.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_044.jpg;France
1867_PaulCezanne_DieEntfuehrung.jpg; Die Entführung;Paul Cézanne;1867;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/6/61/Paul_C%C3%A9zanne_045.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_045.jpg;France
1892_PaulCezanne_DieGroßeKiefer.jpg;Die große Kiefer;Paul Cézanne;1892-1896;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/b0/Paul_C%C3%A9zanne_046.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_046.jpg;France
1906_PaulCezanne_Français.jpg;Français :;Paul Cézanne;circa 1906;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/1a/Paul_C%C3%A9zanne_047.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_047.jpg;France
1894_PaulCezanne_DieGroßenBadenden.jpg; Die großen Badenden;Paul Cézanne;1894-1905;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/91/Paul_C%C3%A9zanne_048.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_048.jpg;France
1906_PaulCezanne_Français.jpg;Français :;Paul Cézanne;1906;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/7/7d/Paul_C%C3%A9zanne_049.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_049.jpg;France
1876_PaulCezanne_DieObstpflueckerin.jpg; Die Obstpflückerin;Paul Cézanne;1876-1877;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/0/0c/Paul_C%C3%A9zanne_050.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_050.jpg;France
1879_PaulCezanne_DiePappeln.jpg;Die Pappeln;Paul Cézanne;1879-1882;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/23/Paul_C%C3%A9zanne_051.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_051.jpg;France
1869_PaulCezanne_DieSchwarze.jpg; Die schwarze Marmoruhr;Paul Cézanne;1869-1871;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/a/aa/Paul_C%C3%A9zanne_052.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_052.jpg;France
1876_PaulCezanne_DieSeineBei.jpg; Die Seine bei Bercy, Gemälde nach Armand Guillaumin;Paul Cézanne;1876-1878;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/a/af/Paul_C%C3%A9zanne_053.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_053.jpg;France
1875_PaulCezanne_DieStraßeDie.jpg;Die Straße Die Mauer;Paul Cézanne;1875-1876;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/8/8e/Paul_C%C3%A9zanne_054.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_054.jpg;France
1877_PaulCezanne_DieVersuchungDes.jpg; Die Versuchung des Hl. Antonius;Paul Cézanne;circa 1877; Öl auf Leinwand;https://upload.wikimedia.org/wikipedia/commons/6/6e/Paul_C%C3%A9zanne_055.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_055.jpg;France
1879_PaulCezanne_DorfHinterDen.jpg;Dorf hinter den Bäumen, Ile de France;Paul Cézanne;circa 1879;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/e/ef/Paul_C%C3%A9zanne_056.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_056.jpg;France
1879_PainterPaulCezanne_DreiBadendeFrauen.jpg;Drei badende Frauen;Painter, Paul Cézanne;1879-1882;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/96/Paul_C%C3%A9zanne_057.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_057.jpg;France
1874_PaulCezanne_EinMalerBeiDer.jpg; Ein Maler bei der Arbeit;Paul Cézanne;1874-1875;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/dc/Paul_C%C3%A9zanne_058.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_058.jpg;France
1873_PaulCezanne_EremitagePontoise.jpg; Eremitage, Pontoise;Paul Cézanne;1873-1874;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/6/6d/Paul_C%C3%A9zanne_059.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_059.jpg;No information
1888_PaulCezanne_FastnachtPierot.jpg;Fastnacht Pierot und Harlequin;Paul Cézanne;1888;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/5f/Paul_C%C3%A9zanne_060.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_060.jpg;France
1865_PaulCezanne_FelsenImWaldVon.jpg;Felsen im Wald von Fontainbleau;Paul Cézanne;1865-1868;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/bb/Paul_C%C3%A9zanne_061.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_061.jpg;France
1894_PaulCezanne_FelsenWaldVon.jpg;Felsen-Wald von Fontainebleau;Paul Cézanne;1894-1898;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/b0/Paul_C%C3%A9zanne_062.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_062.jpg;France
1906_PaulCezanne_FlußBeiDerBruecke.jpg;Fluß bei der Brücke der drei Quellen;Paul Cézanne;1906;watercolor;https://upload.wikimedia.org/wikipedia/commons/e/e8/Paul_C%C3%A9zanne_063.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_063.jpg;France
1890_PaulCezanne_FrauMit.jpg; Frau mit Kaffeekanne;Paul Cézanne;1890-1894;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/33/Paul_C%C3%A9zanne_064.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_064.jpg;France
1869_PaulCezanne_LuncheonOnThe.jpg;Luncheon on the Grass;Paul Cézanne;circa 1869;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/a/ab/Paul_C%C3%A9zanne_065.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_065.jpg;France
1889_PaulCezanne_Harlekin.jpg; Harlekin;Paul Cézanne;1889-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/3f/Paul_C%C3%A9zanne_069.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_069.jpg;France
1888_PaulCezanne_Harlequin.jpg;Harlequin;Paul Cézanne;1888-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/17/Paul_C%C3%A9zanne_070.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_070.jpg;France
1885_PaulCezanne_MaisonEnProvence.jpg;Maison en Provence;Paul Cézanne;1885-1886;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/8/8b/Paul_C%C3%A9zanne_071.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_071.jpg;France
1887_PaulCezanne_HouseWithRedRoof.jpg;House with Red Roof;Paul Cézanne;1887-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/c/c0/Paul_C%C3%A9zanne_073.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_073.jpg;France
1873_PaulCezanne_HausUndBaum.jpg; Haus und Baum;Paul Cézanne;1873-1874;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/b8/Paul_C%C3%A9zanne_074.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_074.jpg;France
1885_PaulCezanne_HoheBaeumeImJasDe.jpg;Hohe Bäume im Jas de Bouffan;Paul Cézanne;1885-1887;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/a/a7/Paul_C%C3%A9zanne_076.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_076.jpg;France
1898_PaulCezanne_ImWald.jpg;Im Wald;Paul Cézanne;1898-1899;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/6/6a/Paul_C%C3%A9zanne_077.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_077.jpg;France
1879_PaulCezanne_ImWaldVon.jpg;Im Wald von Fontainebleau;Paul Cézanne;1879-1882;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/0/06/Paul_C%C3%A9zanne_078.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_078.jpg;France
1885_PaulCezanne_JasDeBouffan.jpg;Jas de Bouffan;Paul Cézanne;1885-1887;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/94/Paul_C%C3%A9zanne_079.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_079.jpg;France
1896_PaulCezanne_Junges.jpg; Junges Italyisches Mädchen;Paul Cézanne;1896;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/4/43/Paul_C%C3%A9zanne_080.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_080.jpg;France
1902_PaulCezanne_JungesMaedchenMit.jpg; Junges Mädchen mit Puppe;Paul Cézanne;circa 1902;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/c/c4/Paul_C%C3%A9zanne_081.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_081.jpg;France
1885_PaulCezanne_KastanienbaeumeUnd.jpg;Kastanienbäume und Wirtschaftsgebäude des Jas de Bouffan;Paul Cézanne;circa 1885;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/2b/Paul_C%C3%A9zanne_084.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_084.jpg;France
1888_PaulCezanne_KnabeMitRoter.jpg; Knabe mit roter Weste;Paul Cézanne;1888-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/d9/Paul_C%C3%A9zanne_085.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_085.jpg;France
1890_PaulCezanne_KnabeMitRoter.jpg;Knabe mit roter Weste;Paul Cézanne;circa 1890;watercolor;https://upload.wikimedia.org/wikipedia/commons/f/fb/Paul_C%C3%A9zanne_086.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_086.jpg;France
1882_PaulCezanne_L'EstaqueBlick.jpg;L'Estaque, Blick durch die Kiefern;Paul Cézanne;1882-1883;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/4/4b/Paul_C%C3%A9zanne_089.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_089.jpg;France
1883_PaulCezanne_L'EstaqueMitRoten.jpg;L'Estaque mit roten Dächern;Paul Cézanne;1883-1885;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/da/Paul_C%C3%A9zanne_090.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_090.jpg;France
1879_PaulCezanne_Landschaft.jpg;Landschaft;Paul Cézanne;1879-1882;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/7/7b/Paul_C%C3%A9zanne_091.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_091.jpg;France
1870_PaulCezanne_Landschaft.jpg;Landschaft;Paul Cézanne;circa 1870;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/96/Paul_C%C3%A9zanne_092.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_092.jpg;France
1878_PaulCezanne_LandschaftBeim.jpg;Landschaft beim Jas-de-Bouffan;Paul Cézanne;1878-1885;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/4/46/Paul_C%C3%A9zanne_093.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_093.jpg;France
1865_PaulCezanne_LandschaftInDer.jpg;Landschaft in der Ile de France;Paul Cézanne;circa 1865;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/92/Paul_C%C3%A9zanne_094.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_094.jpg;France
1865_PaulCezanne_LandschaftMit.jpg;Landschaft mit Brunnen;Paul Cézanne;1865-1867;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/d9/Paul_C%C3%A9zanne_095.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_095.jpg;France
1885_PaulCezanne_LandschaftMit.jpg;Landschaft mit Viadukt Mont Sainte-Victoire;Paul Cézanne;1885-1887;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/8/86/Paul_C%C3%A9zanne_096.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_096.jpg;France
1904_PaulCezanne_LeChateauNoir.jpg;Le Château Noir;Paul Cézanne;1904-1906;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/d2/Paul_C%C3%A9zanne_097.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_097.jpg;France
1902_PaulCezanne_MaedchenMitPuppe.jpg; Mädchen mit Puppe;Paul Cézanne;1902-1904;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/e/e3/Paul_C%C3%A9zanne_099.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_099.jpg;France
1895_PaulCezanne_MaisonMariaAmWeg.jpg;Maison Maria am Weg zum Château Noir;Paul Cézanne;circa 1895;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/b1/Paul_C%C3%A9zanne_100.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_100.jpg;France
1892_PaulCezanne_MannMitPfeife.jpg; Mann mit Pfeife;Paul Cézanne;circa 1892;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/7/71/Paul_C%C3%A9zanne_103.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_103.jpg;France
1888_PaulCezanne_MarneUfer.jpg;Marne-Ufer;Paul Cézanne;1888;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/da/Paul_C%C3%A9zanne_104.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_104.jpg;France
1879_PaulCezanne_Medeanach.jpg; Medea nach Delacroix;Paul Cézanne;1879-1882;watercolor;https://upload.wikimedia.org/wikipedia/commons/f/f7/Paul_C%C3%A9zanne_105.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_105.jpg;France
1885_PaulCezanne_MontSainteVictoire.jpg;Mont Sainte-Victoire;Paul Cézanne;1885-1887;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/d8/Paul_C%C3%A9zanne_106.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_106.jpg;France
1904_PaulCezanne_Français.jpg;Français :;Paul Cézanne;1904;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/f/f5/Paul_C%C3%A9zanne_108.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_108.jpg;France
1904_PaulCezanne_Français.jpg;Français :;Paul Cézanne;1904-1906;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/30/Paul_C%C3%A9zanne_109.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_109.jpg;France
1904_PaulCezanne_MontSainteVictoire.jpg;Mont Sainte-Victoire;Paul Cézanne;1904-1906;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/6/64/Paul_C%C3%A9zanne_110.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_110.jpg;France
1904_PaulCezanne_MontSainteVictoire.jpg;Mont Sainte-Victoire;Paul Cézanne;1904-1906;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/b6/Paul_C%C3%A9zanne_111.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_111.jpg;France
1897_PaulCezanne_LaMontagne.jpg;La Montagne Sainte-Victoire vue de la carrière Bibémus;Paul Cézanne;circa 1897;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/d2/Paul_C%C3%A9zanne_112.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_112.jpg;No information
1904_PaulCezanne_Montagne.jpg;Montagne Sainte-Victoire und Château Noir;Paul Cézanne;1904-1906;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/4/4d/Paul_C%C3%A9zanne_113.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_113.jpg;France
1888_PaulCezanne_Montagne.jpg;Montagne Sainte-Victoire;Paul Cézanne;1888-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/c/c2/Paul_C%C3%A9zanne_114.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_114.jpg;France
1886_PaulCezanne_Montagne.jpg;Montagne Sainte-Victoire, von der Umgebung bei Gardanne aus gesehen;Paul Cézanne;1886-1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/25/Paul_C%C3%A9zanne_116.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_116.jpg;No information
1900_PaulCezanne_MuehleAmFluß.jpg;Mühle am Fluß;Paul Cézanne;1900-1906;watercolor;https://upload.wikimedia.org/wikipedia/commons/5/5e/Paul_C%C3%A9zanne_117.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_117.jpg;France
1876_PaulCezanne_NachmittagsIn.jpg; Nachmittags in Neapel Der Rumpunch;Paul Cézanne;1876-1877;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/53/Paul_C%C3%A9zanne_118.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_118.jpg;France
1877_PaulCezanne_ObstgartenIn.jpg;Obstgarten in Pontoise;Paul Cézanne;1877;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/35/Paul_C%C3%A9zanne_119.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_119.jpg;France
1873_PaulCezanne_Olympia.jpg; Olympia;Paul Cézanne;1873;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/38/Paul_C%C3%A9zanne_120.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_120.jpg;France
1869_PaulCezanne_PaulAlexisLiest.jpg; Paul Alexis liest Zola vor;Paul Cézanne;1869-1870;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/2c/Paul_C%C3%A9zanne_121.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_121.jpg;France
1885_PaulCezanne_PortraetDerMme.jpg; Porträt der Mme Cézanne;Paul Cézanne;circa 1885;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/26/Paul_C%C3%A9zanne_123.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_123.jpg;France
1893_PaulCezanne_PortraetDerMme.jpg; Porträt der Mme Cézanne im gelben Lehnstuhl;Paul Cézanne;1893-1895;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/4/41/Paul_C%C3%A9zanne_124.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_124.jpg;France
1877_PaulCezanne_PortraetDerMme.jpg;Porträt der Mme Cézanne in rotem Lehnstuhl;Paul Cézanne;1877;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/14/Paul_C%C3%A9zanne_126.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_126.jpg;France
1868_PaulCezanne_PortraetDesAchille.jpg; Porträt des Achille Emperaire;Paul Cézanne;circa 1868;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/2a/Paul_C%C3%A9zanne_127.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_127.jpg;France
1869_PaulCezanne_PortraetDesAntony.jpg; Porträt des Antony Valabrègue;Paul Cézanne;1869-1870;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/38/Paul_C%C3%A9zanne_129.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_129.jpg;France
1879_PaulCezanne_PortraetDesLouis.jpg; Porträt des Louis Guillaume;Paul Cézanne;1879-1880;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/99/Paul_C%C3%A9zanne_131.jpg;https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_131.jpg;France
